Age,Gender,Education Level,Job Title,Years of Experience,Salary
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0
27.0,Female,High School,Junior HR Generalist,1.0,32000.0
42.0,Female,Master's Degree,Director of HR,12.0,120000.0
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
37.0,Male,PhD,Director of HR,11.0,115000.0
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0
31.0,Male,High School,Junior HR Generalist,2.0,35000.0
44.0,Female,PhD,Director of HR,13.0,135000.0
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0
45.0,Male,PhD,Director of HR,14.0,140000.0
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0
27.0,Female,High School,Junior HR Generalist,1.0,32000.0
42.0,Female,Master's Degree,Director of HR,12.0,120000.0
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
37.0,Male,PhD,Director of HR,11.0,115000.0
24.0,Female,High School,Junior HR Generalist,1.0,32000.0
45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0
38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0
27.0,Female,Master's Degree,Director of HR,5.0,80000.0
31.0,Female,High School,Junior HR Coordinator,3.0,38000.0
36.0,Male,Master's Degree,Senior HR Generalist,7.0,89000.0
28.0,Male,High School,Junior HR Generalist,1.0,32000.0
46.0,Male,PhD,Director of HR,15.0,150000.0
37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,105000.0
43.0,Female,PhD,Director of HR,14.0,140000.0
26.0,Female,High School,Junior HR Generalist,2.0,35000.0
41.0,Male,Master's Degree,Senior HR Generalist,11.0,115000.0
27.0,Female,High School,Junior HR Coordinator,1.0,30000.0
40.0,Male,PhD,Director of HR,13.0,135000.0
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0
31.0,Male,High School,Junior HR Generalist,2.0,35000.0
44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0
45.0,Male,Master's Degree,Director of HR,14.0,140000.0
38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0
27.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0
33.0,Male,High School,Junior HR Coordinator,3.0,38000.0
42.0,Female,Master's Degree,Director of HR,13.0,135000.0
30.0,Male,High School,Junior HR Generalist,1.0,32000.0
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
37.0,Male,PhD,Director of HR,12.0,120000.0
39.0,Male,Master's Degree,Senior HR Generalist,9.0,95000.0
31.0,Male,High School,Junior HR Generalist,2.0,35000.0
44.0,Female,PhD,Director of HR,14.0,140000.0
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0
45.0,Male,PhD,Director of HR,13.0,135000.0
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0
27.0,Female,High School,Junior HR Generalist,1.0,32000.0
42.0,Female,Master's Degree,Director of HR,12.0,120000.0
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
37.0,Male,PhD,Director of HR,11.0,115000.0
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0
31.0,Male,High School,Junior HR Generalist,2.0,35000.0
44.0,Female,PhD,Director of HR,13.0,135000.0
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0
45.0,Male,PhD,Director of HR,14.0,140000.0
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0
27.0,Female,High School,Junior HR Generalist,1.0,32000.0
42.0,Female,Master's Degree,Director of HR,12.0,120000.0
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
37.0,Male,PhD,Director of HR,11.0,115000.0
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0
31.0,Male,High School,Junior HR Generalist,2.0,35000.0
44.0,Female,PhD,Director of HR,13.0,135000.0
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0
45.0,Male,PhD,Director of HR,14.0,140000.0
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0
27.0,Female,High School,Junior HR Generalist,1.0,32000.0
42.0,Female,Master's Degree,Director of HR,12.0,120000.0
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
37.0,Male,PhD,Director of HR,11.0,115000.0
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0
31.0,Male,High School,Junior HR Generalist,2.0,35000.0
44.0,Female,PhD,Director of HR,13.0,135000.0
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0
45.0,Male,PhD,Director of HR,14.0,140000.0
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0
27.0,Female,High School,Junior HR Generalist,1.0,32000.0
42.0,Female,Master's Degree,Director of HR,12.0,120000.0
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
37.0,Male,PhD,Director of HR,11.0,115000.0
37.0,Female,Master's Degree,Marketing Manager,9.0,100000.0
31.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0
24.0,Male,High School,Junior Sales Associate,1.0,30000.0
35.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0
26.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
27.0,Male,High School,Junior Sales Associate,2.0,35000.0
38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
28.0,Male,High School,Junior Sales Associate,2.0,35000.0
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
28.0,Male,High School,Junior Sales Associate,2.0,35000.0
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
28.0,Male,High School,Junior Sales Associate,2.0,35000.0
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
28.0,Male,High School,Junior Sales Associate,2.0,35000.0
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
28.0,Male,High School,Junior Sales Associate,2.0,35000.0
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
28.0,Male,High School,Junior Sales Associate,2.0,35000.0
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
28.0,Male,High School,Junior Sales Associate,2.0,35000.0
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
38.0,Female,Master's Degree,Marketing Manager,9.0,100000.0
30.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0
23.0,Male,High School,Junior Sales Associate,1.0,30000.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0
25.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
26.0,Male,High School,Junior Sales Associate,2.0,35000.0
37.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
28.0,Female,High School,Junior Sales Associate,1.0,30000.0
35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
27.0,Male,High School,Junior Sales Associate,2.0,35000.0
38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
28.0,Female,High School,Junior Sales Associate,1.0,30000.0
35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
27.0,Male,High School,Junior Sales Associate,2.0,35000.0
38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
28.0,Female,High School,Junior Sales Associate,1.0,30000.0
35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
27.0,Male,High School,Junior Sales Associate,2.0,35000.0
38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
28.0,Female,High School,Junior Sales Associate,1.0,30000.0
35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
27.0,Male,High School,Junior Sales Associate,2.0,35000.0
38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
28.0,Female,High School,Junior Sales Associate,1.0,30000.0
35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
27.0,Male,High School,Junior Sales Associate,2.0,35000.0
38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
28.0,Female,High School,Junior Sales Associate,1.0,30000.0
35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
27.0,Male,High School,Junior Sales Associate,2.0,35000.0
38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
28.0,Female,High School,Junior Sales Associate,1.0,30000.0
35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
27.0,Male,High School,Junior Sales Associate,2.0,35000.0
38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
28.0,Female,High School,Junior Sales Associate,1.0,30000.0
32.0,Female,Master's Degree,Marketing Manager,7.0,90000.0
28.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,60000.0
22.0,Male,High School,Junior Sales Associate,1.0,25000.0
36.0,Male,Bachelor's Degree,Operations Manager,8.0,100000.0
27.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,45000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
25.0,Male,High School,Junior Sales Associate,2.0,30000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
27.0,Female,Master's Degree,Marketing Manager,3.0,60000.0
29.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,45000.0
23.0,Male,High School,Junior Sales Associate,1.0,25000.0
44.0,Male,Bachelor's Degree,Operations Manager,18.0,170000.0
26.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,40000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0
31.0,Female,Master's Degree,Marketing Manager,4.0,62000.0
27.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0
25.0,Male,High School,Junior Sales Associate,1.0,26000.0
45.0,Male,Bachelor's Degree,Operations Manager,19.0,174000.0
28.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,41000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0
